Name	sex	1880N	1890N	1900N	1910N	1920N	1930N	1940N	1950N	1960N	1970N	1980N	1990N	2008N	2009N	2010N	2011N	2012N	2013N	2014N	2015N	2016N	2017N	1880R	1890R	1900R	1910R	1920R	1930R	1940R	1950R	1960R	1970R	1980R	1990R	2008R	2009R	2010R	2011R	2012R	2013R	2014R	2015R	2016R	2017R
Lennon	M	0	0	0	0	0	0	0	0	0	0	0	0	47	51	55	77	68	74	90	111	113	99	0	0	0	0	0	0	0	0	0	0	0	0	982	951	918	745	821	769	693	609	599	667
Lennon	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	101	152	165	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	697	516	480	445
Lennox	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	67	74	90	118	151	176	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933	823	778	677	585	488	444	408
Lennox	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	100	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	716	665
Lenny	M	0	0	0	0	0	0	13	24	39	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	745	627	758	0	0	0	0	0	0	0	0	0	0	0	0
Lenora	F	275	231	243	233	241	198	132	114	92	33	0	0	0	0	0	0	0	0	0	0	0	0	218	263	268	267	267	290	368	419	507	919	0	0	0	0	0	0	0	0	0	0	0	0
Lenord	M	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lenore	F	76	113	148	160	168	160	107	69	50	0	0	0	0	0	0	0	0	0	0	0	0	0	450	375	345	330	325	339	416	545	736	0	0	0	0	0	0	0	0	0	0	0	0	0
Leo	F	19	23	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	896	931	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leo	M	909	1943	1957	1956	1656	1074	571	386	247	160	120	117	381	434	481	566	726	888	992	1151	1339	1543	81	43	44	47	55	88	139	178	249	341	399	465	227	209	193	167	134	113	97	91	74	61
Leola	F	186	261	412	354	279	187	89	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	244	187	218	249	304	468	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leon	M	639	872	995	1121	1147	1081	794	530	359	294	202	128	128	152	166	175	215	257	270	285	332	392	101	88	84	84	76	87	109	145	194	227	277	440	502	445	417	405	358	325	321	314	276	245
Leona	F	753	1058	1553	1372	1028	629	297	140	96	60	0	0	0	66	63	70	72	94	95	104	127	145	116	100	76	75	105	150	231	373	498	729	0	0	0	970	993	929	913	737	736	683	598	552
Leonard	M	930	1313	1746	2340	2412	1843	1490	1082	739	471	278	155	93	78	96	82	85	88	97	99	113	113	80	62	50	43	38	52	62	88	120	166	228	383	621	727	628	705	705	690	664	653	600	602
Leonardo	M	0	0	0	0	15	0	13	22	36	73	84	181	551	573	653	669	681	739	865	962	1097	1072	0	0	0	0	985	0	937	779	648	517	496	350	170	164	150	149	150	131	114	103	95	97
Leone	F	44	87	138	106	57	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	430	359	407	604	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leonel	M	0	0	0	0	0	0	0	0	14	32	50	79	134	141	148	147	157	155	177	206	225	234	0	0	0	0	0	0	0	0	921	780	655	584	486	470	448	459	444	461	430	389	372	363
Leonia	F	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leonidas	M	0	0	0	0	0	0	0	0	0	0	0	0	56	49	54	59	73	85	123	139	150	151	0	0	0	0	0	0	0	0	0	0	0	0	883	982	927	888	784	703	563	519	505	497
Leonie	F	33	29	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	825	974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leonor	F	0	0	0	22	31	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	814	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leonora	F	88	78	53	53	50	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	460	610	623	648	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leonore	F	0	16	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	0	961	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leontine	F	17	24	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	875	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leopold	M	19	26	24	34	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	858	893	790	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leopoldo	M	0	0	0	0	15	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	0	0	0	0	989	0	0	0	0	0	0	0	0	0	0	0	0
Leora	F	101	110	121	106	86	58	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	381	389	405	465	582	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leota	F	130	152	142	143	108	72	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	331	352	347	408	516	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lera	F	0	24	35	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	777	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leroy	M	682	1053	1495	1562	1699	1704	1139	611	396	251	148	87	52	0	53	0	54	52	0	51	58	58	96	74	60	61	53	56	89	133	180	251	342	552	917	0	939	0	950	974	0	997	928	930
Les	M	0	0	0	0	0	0	15	15	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	886	757	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesa	F	0	0	0	0	0	0	0	58	163	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602	375	885	0	0	0	0	0	0	0	0	0	0	0	0
Lesia	F	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0
Leslee	F	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesley	F	0	0	0	0	0	0	46	78	133	230	170	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	519	425	322	368	525	0	0	0	0	0	0	0	0	0	0
Lesley	M	0	0	21	0	0	0	21	20	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0	0	0	805	808	809	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesli	F	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	0	0	0	0	0	0	0	0	0	0
Leslie	F	44	54	51	45	49	64	489	1069	1412	1335	1028	668	546	480	391	325	310	283	250	221	204	183	606	576	621	685	654	551	170	99	71	70	71	121	147	160	197	245	264	284	337	371	413	448
Leslie	M	560	855	880	780	675	576	652	531	357	215	103	43	0	0	0	0	0	0	0	0	0	0	109	90	92	107	119	134	122	144	198	273	441	800	0	0	0	0	0	0	0	0	0	0
Lesly	F	0	0	0	0	0	0	0	0	0	0	0	53	165	145	126	102	93	80	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846	447	503	580	693	758	836	969	0	0	0
Lessie	F	157	210	258	174	116	81	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	278	252	309	395	487	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lester	M	624	1118	1514	1579	1189	797	575	411	253	152	94	47	0	0	0	0	0	0	0	0	0	0	103	69	59	59	72	110	136	173	244	351	467	767	0	0	0	0	0	0	0	0	0	0
Leta	F	101	139	136	96	82	70	44	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	347	362	433	481	523	679	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Letha	F	152	239	272	208	149	104	57	41	34	0	0	0	0	0	0	0	0	0	0	0	0	0	303	254	242	282	344	436	580	745	855	0	0	0	0	0	0	0	0	0	0	0	0	0
Leticia	F	0	0	0	0	0	0	0	92	215	302	217	157	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	315	259	313	416	980	0	0	0	0	0	0	0	0	0
Letitia	F	79	59	37	31	15	25	30	30	69	74	0	0	0	0	0	0	0	0	0	0	0	0	435	541	742	814	975	880	827	862	605	644	0	0	0	0	0	0	0	0	0	0	0	0
Letta	F	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lettie	F	274	212	162	82	62	46	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	276	329	475	581	668	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leva	F	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Levar	M	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	0	0	0	0	0	0	0	0	0	0
Levi	M	402	284	231	130	107	87	60	49	39	113	333	499	860	1202	1489	1668	1817	1877	2005	2079	2038	2180	146	207	240	356	385	410	476	528	629	410	202	164	117	88	70	66	55	50	45	42	42	37
Levon	M	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Levy	M	35	44	36	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	653	766	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lew	M	55	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lewis	M	1880	1532	1405	1305	1136	940	705	450	304	224	155	112	89	78	80	93	93	97	114	124	148	134	41	56	64	72	77	96	116	164	223	265	332	483	640	725	717	633	648	639	598	569	510	541
Lexi	F	0	0	0	0	0	0	0	0	0	0	0	72	263	304	325	321	328	328	333	264	259	244	0	0	0	0	0	0	0	0	0	0	0	722	299	259	241	253	249	246	242	308	317	342
Lexie	F	0	19	25	16	0	0	0	0	0	0	0	51	145	148	161	157	147	155	136	100	97	91	0	935	874	963	0	0	0	0	0	0	0	855	504	498	468	474	523	492	564	713	743	782
Lexus	F	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0
Leyla	F	0	0	0	0	0	0	0	0	0	0	0	0	89	95	92	95	97	114	103	91	102	126	0	0	0	0	0	0	0	0	0	0	0	0	772	737	748	733	720	623	688	781	708	617
Lia	F	0	0	0	0	0	0	0	0	0	0	31	0	174	209	222	214	229	205	215	249	249	247	0	0	0	0	0	0	0	0	0	0	965	0	427	373	357	378	352	385	378	329	336	337
Liam	M	0	0	0	0	0	0	0	0	0	16	40	295	1401	2068	2729	3394	4245	4604	4622	4614	4616	4879	0	0	0	0	0	0	0	0	0	965	732	246	75	49	30	15	6	2	2	2	2	1
Liana	F	0	0	0	0	0	0	0	0	0	0	35	62	121	125	138	162	138	130	130	149	173	163	0	0	0	0	0	0	0	0	0	0	934	778	599	583	526	464	548	567	582	527	464	498
Libbie	F	71	47	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	616	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Libby	F	14	24	31	47	31	42	38	41	54	0	0	0	74	85	86	71	71	73	77	68	0	0	996	886	818	672	825	703	736	738	705	0	0	0	877	804	798	922	917	890	887	995	0	0
Liberty	F	0	0	0	0	0	0	0	0	0	0	0	0	116	140	146	129	121	142	135	140	145	138	0	0	0	0	0	0	0	0	0	0	0	0	620	521	510	568	601	532	567	558	541	568
Lida	F	232	144	80	51	32	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	341	471	640	807	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Liddie	F	43	40	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	678	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lige	M	76	66	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	500	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lila	F	242	348	368	321	407	348	145	89	49	0	0	0	437	467	491	484	436	430	443	414	394	379	235	203	203	231	196	228	347	483	740	0	0	0	179	168	155	163	183	192	183	199	210	210
Lilah	F	0	23	0	0	0	0	0	0	0	0	0	0	183	213	241	263	260	266	263	258	275	304	0	889	0	0	0	0	0	0	0	0	0	0	411	366	331	306	313	307	314	314	298	272
Lilia	F	0	0	0	0	18	0	0	0	0	34	0	0	69	71	75	77	77	71	73	71	68	0	0	0	0	0	941	0	0	0	0	912	0	0	932	916	876	859	874	915	924	958	991	0
Lilian	F	75	58	44	37	0	0	0	0	0	0	0	0	171	177	170	164	170	154	154	159	140	132	453	545	679	756	0	0	0	0	0	0	0	0	435	436	450	459	465	495	505	500	565	589
Liliana	F	0	0	0	0	0	0	0	0	0	41	105	202	539	637	629	672	663	664	661	642	668	716	0	0	0	0	0	0	0	0	0	856	520	344	150	120	124	115	117	122	119	127	123	109
Lilianna	F	0	0	0	0	0	0	0	0	0	0	0	0	76	94	107	111	114	103	110	100	106	102	0	0	0	0	0	0	0	0	0	0	0	0	864	739	669	647	634	694	649	715	694	723
Lilith	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	71	83	82	113	128	148	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	923	818	827	634	588	534	491
Lilla	F	143	97	68	34	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	404	524	790	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lillian	F	3945	5019	5129	4372	3285	1659	734	410	275	159	143	280	1599	1653	1735	1743	1806	1795	1731	1659	1612	1598	26	16	13	15	25	57	126	194	278	401	419	246	29	27	21	22	25	26	25	26	28	27
Lillian	M	18	43	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	659	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lilliana	F	0	0	0	0	0	0	0	0	0	0	0	0	182	208	230	254	297	312	303	294	287	289	0	0	0	0	0	0	0	0	0	0	0	0	412	376	347	311	278	262	273	270	282	290
Lillianna	F	0	0	0	0	0	0	0	0	0	0	0	0	74	78	78	101	89	92	80	88	80	81	0	0	0	0	0	0	0	0	0	0	0	0	878	864	851	698	782	749	861	798	884	872
Lillie	F	3314	2934	2428	1419	1160	884	505	239	100	26	0	0	152	181	169	161	156	148	151	132	125	114	39	41	50	73	96	123	168	278	484	987	0	0	485	426	453	467	497	511	514	579	608	666
Lillie	M	17	25	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	861	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lilly	F	273	230	207	137	117	90	53	35	0	0	0	42	631	682	719	723	702	661	643	579	543	497	221	265	292	358	394	467	600	794	0	0	0	918	125	117	107	103	111	125	124	139	143	153
Lillyana	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	960	0	0	0	0
Lily	F	238	204	165	161	148	99	50	35	22	0	71	243	1909	1956	1987	2063	2007	1774	1695	1670	1669	1515	237	283	321	329	345	441	620	793	969	0	673	289	24	18	17	15	16	27	27	25	24	33
Lilyan	F	0	0	18	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lilyana	F	0	0	0	0	0	0	0	0	0	0	0	0	115	140	155	159	163	146	146	134	112	115	0	0	0	0	0	0	0	0	0	0	0	0	630	522	483	471	475	517	532	574	662	662
Lilyanna	F	0	0	0	0	0	0	0	0	0	0	0	0	0	64	76	78	77	70	76	70	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	863	851	875	923	896	973	997	0
Lina	F	155	116	83	51	40	31	0	0	0	0	0	0	70	67	78	78	90	76	91	82	84	97	298	371	468	639	723	805	0	0	0	0	0	0	917	957	848	857	774	862	770	857	846	748
Lincoln	M	41	58	61	67	58	40	29	20	33	39	30	42	427	487	467	545	733	1026	1206	1504	1801	2122	636	535	564	517	538	643	705	802	685	724	830	810	212	188	197	178	132	95	87	66	50	41
Linda	F	173	182	159	138	177	1304	17491	14010	5847	1371	606	319	143	133	117	123	113	111	117	107	110	105	276	301	330	354	317	89	2	2	7	67	128	226	509	553	624	592	637	647	615	670	669	708
Linda	M	0	0	0	0	0	0	45	29	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	679	912	0	0	0	0	0	0	0	0	0	0	0	0	0
Lindell	M	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lindsay	F	0	0	0	0	0	0	0	0	0	358	1820	784	199	140	123	110	100	105	109	83	0	0	0	0	0	0	0	0	0	0	0	220	44	104	380	524	596	653	709	685	657	846	0	0
Lindsay	M	27	28	26	15	0	0	12	26	18	0	0	0	0	0	0	0	0	0	0	0	0	0	775	819	866	989	0	0	967	709	874	0	0	0	0	0	0	0	0	0	0	0	0	0
Lindsey	F	0	0	0	0	0	0	0	0	0	221	1912	1223	289	244	199	163	146	128	135	119	92	81	0	0	0	0	0	0	0	0	0	326	42	71	277	326	401	460	526	572	568	610	778	873
Lindsey	M	48	43	50	36	26	27	26	35	27	15	24	0	0	0	0	0	0	0	0	0	0	0	579	656	622	751	863	813	740	621	746	977	899	0	0	0	0	0	0	0	0	0	0	0
Lindy	F	0	0	0	0	0	0	0	31	0	30	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	938	997	0	0	0	0	0	0	0	0	0	0	0
Lindy	M	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Linnea	F	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Linnie	F	244	182	146	80	55	41	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	300	348	483	616	716	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Linsey	F	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0
Linton	M	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Linus	M	15	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	0	0	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Linwood	M	26	47	68	80	81	79	76	58	36	19	0	0	0	0	0	0	0	0	0	0	0	0	779	619	527	469	451	442	424	485	650	927	0	0	0	0	0	0	0	0	0	0	0	0
Lionel	M	32	73	91	127	137	137	103	90	90	72	89	36	0	0	56	72	70	81	98	102	121	119	734	463	424	365	324	323	355	384	429	519	484	856	0	0	904	786	806	732	659	643	579	592
Lisa	F	0	0	0	0	0	0	90	2380	12885	6809	2726	684	119	102	97	100	100	89	93	94	87	79	0	0	0	0	0	0	463	37	1	6	31	118	605	686	720	703	710	773	753	749	833	884
Lisa	M	0	0	0	0	0	0	0	0	34	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	950	0	0	0	0	0	0	0	0	0	0	0	0
Lisbeth	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lise	F	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lisette	F	0	0	0	0	0	0	0	0	0	52	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	885	0	0	0	0	0	0	0	0	0	0	0
Lisha	F	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	0	0
Lissette	F	0	0	0	0	0	0	0	0	0	41	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	886	0	0	0	0	0	0	0	0	0	0	0
Lissie	F	29	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lita	F	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Litzy	F	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	0	0	0	595	0	0	0	0	0
Liv	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	70	90	99	105	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956	0	924	778	720	696	675
Livia	F	0	0	0	0	0	0	0	0	0	0	0	0	67	77	81	93	95	92	107	98	102	100	0	0	0	0	0	0	0	0	0	0	0	0	948	869	826	751	741	750	668	723	709	733
Liz	F	0	0	0	0	0	0	0	39	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763	528	0	0	0	0	0	0	0	0	0	0	0	0	0
Liza	F	78	56	36	0	0	0	0	0	70	127	82	0	0	0	0	0	0	0	0	0	0	0	440	559	764	0	0	0	0	0	598	462	623	0	0	0	0	0	0	0	0	0	0	0
Lizabeth	F	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lizbeth	F	0	0	0	0	0	0	0	0	0	0	0	124	208	203	149	136	119	101	93	85	75	75	0	0	0	0	0	0	0	0	0	0	0	499	373	383	498	540	606	702	754	832	921	918
Lizeth	F	0	0	0	0	0	0	0	0	0	0	0	41	81	67	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	828	963	898	0	0	0	0	0	0	0
Lizette	F	0	0	0	0	0	0	0	0	21	0	65	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	0	712	653	0	0	0	0	0	0	0	0	0	0
Lizzie	F	1763	1157	761	350	236	163	94	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	92	128	220	270	335	448	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Llewellyn	M	31	35	0	33	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	741	0	808	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lloyd	M	543	1027	1218	1595	1486	1117	794	512	349	203	122	67	0	0	0	0	0	0	0	0	0	0	113	77	72	58	61	84	108	149	205	288	394	639	0	0	0	0	0	0	0	0	0	0
Lochlan	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	59	67	79	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	910	844	769	740
Lockie	F	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Logan	F	0	0	0	0	0	0	0	0	0	0	0	210	173	166	155	139	172	180	209	209	217	287	0	0	0	0	0	0	0	0	0	0	0	333	430	453	484	524	458	425	390	394	384	292
Logan	M	116	62	47	42	29	17	16	0	0	39	371	1578	3258	3497	3507	3283	3152	3138	3422	3246	2850	3641	336	518	663	679	828	932	891	0	0	730	188	59	19	17	17	20	21	17	13	14	18	5
Lois	F	335	672	1213	2199	3482	3580	1871	899	344	86	0	0	0	0	0	0	0	0	0	0	0	0	192	135	89	49	22	21	49	117	234	583	0	0	0	0	0	0	0	0	0	0	0	0
Lois	M	0	0	40	36	31	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	759	783	782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lola	F	719	878	938	678	578	461	251	138	74	39	0	0	331	353	365	332	348	377	345	364	349	345	128	111	108	135	160	182	261	379	579	875	0	0	246	221	211	243	232	214	236	224	234	240
Lolita	F	0	0	22	0	18	29	19	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	952	845	934	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0
Lollie	F	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loma	F	14	21	35	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983	910	774	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lon	M	213	130	56	31	28	30	49	60	45	19	0	0	0	0	0	0	0	0	0	0	0	0	234	318	590	834	845	774	522	478	593	918	0	0	0	0	0	0	0	0	0	0	0	0
Lona	F	133	154	146	86	55	53	44	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	330	347	465	614	615	684	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
London	F	0	0	0	0	0	0	0	0	0	0	0	0	507	637	716	800	809	877	823	733	595	510	0	0	0	0	0	0	0	0	0	0	0	0	156	121	108	94	94	85	93	105	131	151
London	M	0	0	0	0	0	0	0	0	0	0	0	0	112	126	126	114	123	106	109	113	88	71	0	0	0	0	0	0	0	0	0	0	0	0	550	517	508	561	537	604	613	605	707	819
Londyn	F	0	0	0	0	0	0	0	0	0	0	0	0	144	210	277	376	411	495	524	508	461	418	0	0	0	0	0	0	0	0	0	0	0	0	507	368	289	208	196	164	154	160	180	192
Loni	F	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	0	0	0	0	0
Lonie	F	47	51	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	592	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
